numMobiles	populationSize	mapoModelMaxEvaluations	injectedSolutionsFraction	avg	std	std_percent	time
15	90	2835	90	732,099	47,61	6,50	27,798
15	108	3402	10	792,150	38,69	4,88	38,739
15	117	3685	40	776,849	48,44	6,24	39,996
15	126	3969	70	753,445	45,90	6,09	40,411
15	135	4252	100	720,523	53,54	7,43	32,116
15	153	4820	20	793,378	36,81	4,64	54,998
15	162	5103	50	782,849	45,70	5,84	57,694
15	171	5386	80	771,638	41,77	5,41	59,584
15	189	5953	0	792,968	38,63	4,87	70,063
15	198	6237	30	791,683	35,42	4,47	72,176
15	207	6520	60	768,382	43,69	5,69	72,908
15	216	6804	90	752,057	58,91	7,83	70,379
15	4	144	10	795,583	36,00	4,53	2,205
15	9	324	40	717,850	51,48	7,17	3,175
15	14	504	70	781,705	51,76	6,62	5,737
15	18	648	100	746,403	54,75	7,33	6,612
15	27	972	20	775,327	40,73	5,25	11,616
15	32	1152	50	777,003	44,05	5,67	13,150
15	36	1296	80	748,330	47,29	6,32	13,002
15	45	1620	0	763,060	38,79	5,08	18,303
15	54	1944	30	780,773	44,96	5,76	21,446
15	63	2268	60	763,213	36,99	4,85	25,266
15	72	2592	90	759,466	46,13	6,07	27,514
15	90	3240	10	788,350	39,59	5,02	37,913
15	99	3564	40	774,483	34,76	4,49	40,209
15	108	3888	70	778,042	60,98	7,84	43,103
15	117	4212	100	712,974	44,05	6,18	32,066
15	135	4860	20	767,568	51,56	6,72	55,550
15	144	5184	50	749,201	46,63	6,22	54,503
15	153	5508	80	761,691	51,32	6,74	58,894
15	171	6156	0	787,294	38,64	4,91	72,609
15	180	6480	30	786,447	31,62	4,02	73,705
15	189	6804	60	755,390	38,72	5,13	75,308
15	198	7128	90	758,205	47,47	6,26	71,249
15	216	7776	10	794,649	40,65	5,12	87,459
15	225	8100	40	786,162	38,32	4,87	91,120
15	4	162	70	795,212	30,48	3,83	2,339
15	9	364	100	741,985	44,47	5,99	3,986
15	18	729	20	770,992	38,47	4,99	8,245
15	22	891	50	775,736	38,29	4,94	10,956
15	27	1094	80	755,564	38,32	5,07	12,113
15	36	1458	0	768,658	41,33	5,38	16,903
15	40	1620	30	764,279	31,14	4,07	17,460
15	45	1822	60	766,120	44,08	5,75	20,370
15	54	2187	90	722,120	39,71	5,50	19,422
15	72	2916	10	779,285	48,54	6,23	33,662
15	81	3280	40	757,334	37,43	4,94	36,652
15	90	3645	70	752,728	45,74	6,08	39,081
15	99	4010	100	715,181	42,16	5,89	33,751
15	117	4738	20	765,925	39,53	5,16	54,591
15	126	5103	50	773,655	30,42	3,93	56,197
15	135	5468	80	753,870	47,27	6,27	59,934
